Id,Name,prior_value,new_Property_Zip__c,source
006WR00000wkBnnYAE,Greenwood 5201,,60615,census_geocoder
006WR00000wkBUZYA2,5535 S. Kimbark Avenue,,60637,census_geocoder
006WR00000wkBoDYAU,Bell Katy Trail,,75201,census_geocoder
006WR00000wkDOqYAM,Woodlake Apartments,,92027,census_geocoder
006WR00000wk3PFYAY,Liberty Manor,,78642,census_geocoder
006WR00000wk9SrYAI,Cottonwood Apartments East,,68132,census_geocoder
006WR00000yvxC6YAI,Hygeia Court HOA,,92024,census_geocoder
006WR00000wkBoPYAU,Axis at Wycliff,,75219,census_geocoder
006WR00000wkCkBYAU,Evans Tower,,68110,census_geocoder
006WR00000wkDNDYA2,Woodglen Vista Apartments,,92071,census_geocoder
006WR00000wkDNOYA2,Park,,92025,census_geocoder
006WR00000wkBUNYA2,5487-5491 S. Hyde Park Boulevard,,60615,census_geocoder
006WR00000wk9ThYAI,The Tradition,,92011,census_geocoder
006WR00000wkACBYA2,Oak Manor,,92084,census_geocoder
006WR00000wkDNoYAM,Rancho Brea,,92821,census_geocoder
006WR00000wkDP1YAM,Imperial Escondido Mobile Estates,,92027,census_geocoder
006WR00000wkBUyYAM,1101 E. Hyde Park Boulevard,,60615,census_geocoder
006WR00000wjKG4YAM,Hangar 19,,76155,census_geocoder
006WR00000wkA74YAE,Goldfinch Meadows,,52404,census_geocoder
006WR00000wj8KyYAI,5237-5245 S. Kenwood Avenue,,60615,census_geocoder
006WR00000wkDOfYAM,Country Hills Apartment Homes,,92821,census_geocoder
006WR00000wkBnoYAE,Harper Court,,60615,census_geocoder
006WR00000wkBUYYA2,5533 S. Blackstone,,60637,census_geocoder
006WR00000wkAVYYA2,French Quarter,,80224,census_geocoder
006WR00000wjqCcYAI,Peters Colony apartments,,75007,census_geocoder
006WR00000wkDO0YAM,Hendrix Apartments,,92026,census_geocoder
006WR00000ywTa9YAE,127 W Glaucus St - A,,92024,census_geocoder
006WR00000yvv0eYAA,Coral Cove HOA,,92024,census_geocoder
006WR00000wk9ZlYAI,Springhill Ridge in Omaha,,68136,census_geocoder
006WR00000wjnPMYAY,The Mill,,68104,census_geocoder
006WR00000wk9ZLYAY,Old Grove,,92057,census_geocoder
006WR00000wkBU9YAM,5401-5409 S. Cottage Grove Avenue,,60615,census_geocoder
006WR00000wkC6YYAU,The Centerline Apartments,,68106,census_geocoder
006WR00000wj8KYYAY,5100-5120 S. Ellis Avenue,,60615,census_geocoder
006WR00000wk9ZwYAI,Tranquility Pointe,,68164,census_geocoder
006WR00000wkBpqYAE,The Cooper Apartments,,76104,census_geocoder
006WR00000ywTDZYA2,512-514 Via De La Valle,,92075,census_geocoder
006WR00000ywSuDYAU,Santa Fe Business Park,,92024,census_geocoder
006WR00000wk3P2YAI,Westdale Court Apartments,,52404,census_geocoder
006WR00000wkBFJYA2,Sunny Creek Estates,,14511,census_geocoder
006WR00000wkDNQYA2,Mobile Park West,,92027,census_geocoder
006WR00000wkBoNYAU,Austin Bluff,,75236,census_geocoder
006WR00000wj8KMYAY,5049 S. Drexel Boulevard,,60615,census_geocoder
006WR00000wjKG3YAM,Satori Frisco,,75033,census_geocoder
006WR00000wkA96YAE,Birchway Quarry Falls Apartments,,76179,census_geocoder
006WR00000wkAVAYA2,Copper Kettle/Paradise Valley Ranch,,85032,census_geocoder
006WR00000wkDNFYA2,Highline Apartment,,92071,census_geocoder
006WR00000wjnPCYAY,Norte Town Lake,,85288,census_geocoder
006WR00000wkAkPYAU,Camden Greenville,,75206,census_geocoder
006WR00000wkBV1YAM,1323 E. 57th St,,60616,census_geocoder
006WR00000wkDOhYAM,Heritage Plaza,,92821,census_geocoder
006WR00000wkA6hYAE,Citadel Apartments,,68127,census_geocoder
006WR00000wkBnmYAE,Ellis Court,,60615,census_geocoder
006WR00000wk9SqYAI,Hunter's Glen Apartments,,76542,census_geocoder
006WR00000wk9S0YAI,Kirshenbaum Apartments,,68132,census_geocoder
006WR00000wkAsNYAU,Dobson Towne Centre Apartments,,85224,census_geocoder
006WR00000wkDO2YAM,Madera Ridge,,92026,census_geocoder
006WR00000wkBo8YAE,Woodlawn Court,,60615,census_geocoder
006WR00000wkBooYAE,Parcwood,,92882,census_geocoder
006WR00000wj8KnYAI,5218-5220 S. Kimbark Avenue,,60615,census_geocoder
006WR00000wkDNqYAM,Vintage Canyon Senior Apartments,,92821,census_geocoder
006WR00000wkDP3YAM,Eastwood Meadows,,92027,census_geocoder
006WR00000wkBnWYAU,Country Club Apartments,,75006,census_geocoder
006WR00000wk9ZyYAI,Camelot VI,,68134,census_geocoder
006WR00000wkBU0YAM,5336-5338 S. Hyde Park Boulevard,,60615,census_geocoder
006WR00000wkDO1YAM,Rancho Escondido MHP,,92026,census_geocoder
006WR00000wj8KbYAI,5111 S. Kimbark Avenue,,60615,census_geocoder
006WR00000wk9ZmYAI,Torello on Maple,,68164,census_geocoder
006WR00000wkBo9YAE,Crest at Park Central,,75251,census_geocoder
006WR00000wjqDCYAY,The Gardens Of Josey Lane,,75006,census_geocoder
006WR00000wkDtsYAE,The Cliffs at Canyon Ridge,,84401,census_geocoder
006WR00000wkAk0YAE,Windsor Aviara,,92011,census_geocoder
006WR00000wkDORYA2,Royal Oaks Senior Living,,92069,census_geocoder
006WR00000wjKGSYA2,Frisco Satori,,75033,census_geocoder
006WR00000wkBTyYAM,5335-5345 S. Kimbark Avenue,,60615,census_geocoder
006WR00000wkDOrYAM,The Willows,,92027,census_geocoder
006WR00000wkA6QYAU,Oak Brook Park Apartments,,68137,census_geocoder
006WR00000wkCjxYAE,La Costa View,,92009,census_geocoder
006WR00000wkDNfYAM,Madrid Manor,,92069,census_geocoder
006WR00000wjnPdYAI,Walnut Manor,,15478,census_geocoder
006WR00000wjKG2YAM,Bridgeport,,75227,census_geocoder
006WR00000wkBUEYA2,5415 S. Woodlawn Avenue,,60615,census_geocoder
006WR00000wkBoyYAE,Vue Kirkland,,98034,census_geocoder
006WR00000yvVsYYAU,3156 Levante,,92009,census_geocoder
006WR00000wkC7qYAE,Lunar Bear 454 West,,85201,census_geocoder
006WR00000wk9ZXYAY,Elan Playa Mar Apartment Homes,,92024,census_geocoder
006WR00000wkA6gYAE,Atlas Apartments,,68131,census_geocoder
006WR00000wkDOgYAM,Brea Woods Senior Apartments,,92821,census_geocoder
006WR00000wkDOGYA2,Westmont Town Court,,92025,census_geocoder
006WR00000wkC7FYAU,Green Valley MHP,,92081,census_geocoder
006WR00000wk9SpYAI,Carmel Creekside,,76137,census_geocoder
