SF_Id,ST_Build_Status,ST_Activation_Actual,Source,Timestamp,Action
006WR00000wkDuGYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuEYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZqYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZoYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuHYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkCkwYAE,4. Project - Completed,2025-05-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xuz6uYAA,4. Project - Completed,2025-01-29,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvFDHYA2,4. Project - Completed,2025-01-29,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EgYAI,4. Project - Completed,2025-09-29,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EdYAI,4. Project - Completed,2025-09-05,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcIYAU,4. Project - Completed,2025-06-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EMYAY,4. Project - Completed,2025-06-20,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwGSDYA2,4. Project - Completed,2025-02-13,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1ESYAY,4. Project - Completed,2025-06-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EaYAI,4. Project - Completed,2025-08-08,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EHYAY,4. Project - Completed,2025-04-22,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EnYAI,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EfYAI,4. Project - Completed,2025-10-22,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xuCFqYAM,4. Project - Completed,2025-05-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xtaP4YAI,4. Project - Completed,2025-05-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvkCFYAY,4. Project - Completed,2025-03-07,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvsXyYAI,4. Project - Completed,2025-03-12,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EbYAI,4. Project - Completed,2025-08-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcRYAU,4. Project - Completed,2025-10-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y3k29YAA,4. Project - Completed,2025-02-25,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwFPhYAM,4. Project - Completed,2025-03-18,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwFzBYAU,4. Project - Completed,2025-03-18,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvbCAYAY,4. Project - Completed,2025-06-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvE98YAE,4. Project - Completed,2025-03-19,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EeYAI,4. Project - Completed,2025-09-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcMYAU,4. Project - Completed,2025-09-11,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcGYAU,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbVYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EkYAI,4. Project - Completed,2025-11-19,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcFYAU,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y3NdSYAU,4. Project - Completed,2025-06-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvEU6YAM,4. Project - Completed,2025-05-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwGK9YAM,4. Project - Completed,2025-05-23,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EcYAI,4. Project - Completed,2025-09-26,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbWYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEawYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y3J0LYAU,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwFRJYA2,4. Project - Completed,2025-06-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbnYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcVYAU,4. Project - Completed,2025-10-29,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEaOYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEaPYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbaYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEboYAE,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEblYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbdYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbkYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbxYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbeYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbiYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbfYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbgYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbcYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbhYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDvIYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcXYAU,4. Project - Completed,2025-04-04,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcQYAU,4. Project - Completed,2025-09-30,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZiYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEb5YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDu4YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbCYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuaYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuUYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbpYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEaxYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDucYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDugYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDukYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDumYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuoYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuqYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc9YAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc6YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuwYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuyYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDv0YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDv2YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbXYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDv4YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbuYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDvCYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDv6YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDvEYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDvAYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDvGYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZeYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZuYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZgYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZmYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwG7FYAU,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEayYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcLYAU,4. Project - Completed,2023-01-01,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEZsYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwEztYAE,4. Project - Completed,2025-08-27,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEazYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcCYAU,2. Project - Up Next,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEb8YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEb7YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbAYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbBYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbyYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbzYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbrYAE,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbsYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbtYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc3YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc2YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc1YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbvYAE,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbwYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcEYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwHRVYA2,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEc7YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y2FzkYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEb0YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDtMYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEb1YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvjmRYAQ,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwFCnYAM,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvSKBYA2,4. Project - Completed,2025-12-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcAYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcDYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvZ3uYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xw0VXYAY,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvKb9YAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvW9GYAU,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEcBYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvhSvYAI,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwHHpYAM,2. Project - Up Next,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xv5LzYAI,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvWR0YAM,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xv174YAA,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkA8yYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwF7xYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwH89YAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwHJRYA2,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwGnBYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvPe3YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbOYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xw7NKYAY,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwGATYA2,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvAAMYA2,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbQYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAC1YAM,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwFSvYAM,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wiNoSYAU,4. Project - Completed,2024-06-04,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9UvYAI,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9UtYAI,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbSYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9SnYAI,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000yuOtDYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9SsYAI,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkA8ZYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkCjnYAE,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y3k5NYAQ,4. Project - Completed,2025-07-31,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbPYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbRYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbTYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkEbUYAU,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xwGwrYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvFEsYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000xvmSZYAY,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkBToYAM,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y2DuoYAE,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkClNYAU,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkBTuYAM,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkClkYAE,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkCllYAE,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y3iV0YAI,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9YTYAY,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000y24mZYAQ,4. Project - Completed,2024-06-03,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuOYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDuKYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDtzYAE,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9RuYAI,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9RtYAI,3. Project - Construction Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAk9YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wjKFoYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkBojYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAVPYA2,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkACGYA2,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9TBYAY,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9TCYAY,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAjtYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAkHYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9TGYAY,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDLxYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDM2YAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkCm3YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkAs5YAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkArMYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkArKYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkClBYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDLtYAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDM3YAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDM4YAM,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkC7XYAU,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wjnmKYAQ,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk9ULYAY,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDtnYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDtxYAE,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000yvz12YAA,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wk1EpYAI,1. Project - PAL/ROE Signed,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkCjuYAE,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
006WR00000wkDtwYAE,2. Project - Design Phase,,SiteTracker_Project__c primary,2026-05-21T20:24:34.330126+00:00,update
