SF_Id,Name,Field,Before,After,Source,Timestamp,Action,Note
a01WR00001Lmr8jYAB,Mesa_MDU_Dobson Ranch Condos,(created),,PL created (agreement),sync_vetro_to_salesforce.py,2026-05-08T12:04:11,CREATE,kind=agreement; from Vetro sync
a01WR00000UGWbzYAH,2401 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH04,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWbzYAH,2401 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWzLYAX,3409 N TARRANT PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXDSYA5,4140 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXDSYA5,4140 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXDSYA5,4140 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVWQYA5,9701 HARMON RD FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVWQYA5,9701 HARMON RD FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH04,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVWQYA5,9701 HARMON RD FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGY2SYAX,8653 N BEACH ST FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGY2SYAX,8653 N BEACH ST FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH32,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGY2SYAX,8653 N BEACH ST FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000fDqSXYA0,3200 TRACEWOOD WAY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000fE8WPYA0,9700 HILLWOOD PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000fDqSYYA0,3201 TRACEWOOD WAY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000fE8ULYA0,3451 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXE5YAP,4160 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXE5YAP,4160 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXE5YAP,4160 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEiYAP,4200 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEiYAP,4200 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEiYAP,4200 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFRYA5,4224 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFRYA5,4224 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFRYA5,4224 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFjYAP,4240 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFjYAP,4240 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFjYAP,4240 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGbYAP,4312 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGbYAP,4312 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGbYAP,4312 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGjYAP,4324 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGjYAP,4324 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH06,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGjYAP,4324 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXH9YAP,4364 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXH9YAP,4364 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH05,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXH9YAP,4364 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHUYA5,4400 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHUYA5,4400 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH05,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHUYA5,4400 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHjYAP,4420 HERITAGE TRACE PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHjYAP,4420 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH05,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHjYAP,4420 HERITAGE TRACE PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXO5YAP,5040 N TARRANT PKWY FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXO5YAP,5040 N TARRANT PKWY FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH20,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXO5YAP,5040 N TARRANT PKWY FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UFlxxYAD,10027 HARMON RD FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UFlxxYAD,10027 HARMON RD FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH04,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UFlxxYAD,10027 HARMON RD FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMUwYAP,9509 N BEACH ST FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMUwYAP,9509 N BEACH ST FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH05,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMUwYAP,9509 N BEACH ST FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMVIYA5,9545 N BEACH ST FORT WORTH TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMVIYA5,9545 N BEACH ST FORT WORTH TX,FDH_Name__c,TX_DFW_SA09_FDH05,TX_DFW_AVR_2025Q3,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGMVIYA5,9545 N BEACH ST FORT WORTH TX,FDH_Activated_Date__c,2022-12-31,2025-07-01,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVncYAH,113 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWVSYA5,212 S OAK ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWz1YAH,3399 E HIGHWAY 114 BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXDuYAP,4159 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXESYA5,4198 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVyCYAX,124 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXT4YAP,537 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXIQYA5,449 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWVIYA5,212 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX4vYAH,3890 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX34YAH,3713 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX3pYAH,3763 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXKUYA5,4712 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX1SYAX,3587 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWr3YAH,307 W BOYD AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXKxYAP,477 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEDYA5,417 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVgpYAH,109 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGY6YYAX,909 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWMAYA5,196 FM 718 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVuhYAH,121 PRIVATE ROAD 4245 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWv9YAH,3193 E HIGHWAY 114 BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXVFYA5,557 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWr4YAH,307 W KNOX AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXTkYAP,541 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVhaYAH,110 N ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXCnYAP,412 W MORTON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVZNYA5,101 N WILSON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEQYA5,4191 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVp4YAH,115 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXqhYAH,731 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGW8nYAH,147 SMITH ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVnqYAH,113 N WILSON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXOjYAP,507 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWVhYAP,213 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEUYA5,420 E MORTON AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXLkYAP,490 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGW4OYAX,135 N WILSON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWVUYA5,212 W MORTON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX3NYAX,3724 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXEuYAP,4202 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXKlYAP,4746 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXJUYA5,456 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX6vYAH,401 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWMqYAP,200 E LAWRENCE AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWU9YAP,210 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXMtYAP,501 JENNINGS AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWQ8YAP,202 W HIGHWAY 114 AURORA TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWTDYA5,208 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX4LYAX,3809 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX30YAH,3710 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVs1YAH,120 N FM 730 BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWZOYA5,225 SMITH ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXCsYAP,4122 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVf4YAH,106 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXqYYAX,729 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWp6YAH,303 HIGHWAY 114 E AURORA TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX82YAH,403 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVhdYAH,110 N EWING ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVcYYAX,103 S MADISON ST RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX99YAH,4061 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVmKYAX,112 N HITT ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX1DYAX,3535 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXD7YAP,413 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX0cYAH,3508 HIGHWAY 114 BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXy3YAH,813 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXRDYA5,521 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX8xYAH,4055 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXHQYA5,440 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWVuYAP,213 W MORTON ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWS4YAP,205 W KNOX AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGWT6YAP,207 W KNOX AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX5zYAH,400 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXT8YAP,538 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGX1BYAX,3531 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXGlYAP,4326 E HIGHWAY 114 RHOME TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXkBYAX,671 E ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGVz4YAH,125 W ROCK ISLAND AVE BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
a01WR00000UGXFzYAP,425 S ALLEN ST BOYD TX,Address_Type__c,,Business,sync_vetro_to_salesforce.py,2026-05-08T12:04:11,UPDATE,kind=bus; from Vetro sync
