Id,Name,Agreement_Name__c,Property_Address__c,field,old_value,new_value
006WR00000wkA6sYAE,Quintana at Cooley Station,,"2515 S Verde Dr, Gilbert, AZ 85295, USA",Property_Street__c,,S Verde Dr
006WR00000wkA6tYAE,Mahoney Village,,845 E Mahoney Ave,Property_Street_Number__c,,845
006WR00000wkA6tYAE,Mahoney Village,,845 E Mahoney Ave,Property_Street__c,,E Mahoney Ave
006WR00000wkA6uYAE,Cielo on Gilbert,,"1710 S Gilbert Rd, Mesa, AZ 85204, USA",Property_Street_Number__c,,1710
006WR00000wkA6uYAE,Cielo on Gilbert,,"1710 S Gilbert Rd, Mesa, AZ 85204, USA",Property_Street__c,,S Gilbert Rd
006WR00000wkA6vYAE,Georgetown Park Apartment Homes,,"209 Luther Drive, Georgetown, TX, USA",Property_Street_Number__c,,209
006WR00000wkA6vYAE,Georgetown Park Apartment Homes,,"209 Luther Drive, Georgetown, TX, USA",Property_Street__c,,Luther Drive
006WR00000wkA6wYAE,San Gabriel Apartments,,"1100 Leander Road, Georgetown, TX, USA",Property_Street_Number__c,,1100
006WR00000wkA6wYAE,San Gabriel Apartments,,"1100 Leander Road, Georgetown, TX, USA",Property_Street__c,,Leander Road
006WR00000wkA6xYAE,Kensington Apartments,,"426 E Nichols Canyon Rd, Cedar City, UT, USA",Property_Street_Number__c,,426
006WR00000wkA6xYAE,Kensington Apartments,,"426 E Nichols Canyon Rd, Cedar City, UT, USA",Property_Street__c,,E Nichols Canyon Rd
006WR00000wkA6yYAE,Irvington Heights,,"6704 North 90th Plaza, Omaha, NE, USA",Property_Street_Number__c,,6704
006WR00000wkA6yYAE,Irvington Heights,,"6704 North 90th Plaza, Omaha, NE, USA",Property_Street__c,,North 90th Plaza
006WR00000wkA6zYAE,Promontory Point,,"1175 View Point Drive, Sandy, UT, USA",Property_Street_Number__c,,1175
006WR00000wkA6zYAE,Promontory Point,,"1175 View Point Drive, Sandy, UT, USA",Property_Street__c,,View Point Drive
006WR00000wkA70YAE,Shamrock Arrowride Apartments,,"5150 16th Ave SW, Cedar Rapids, IA, USA",Property_Street_Number__c,,5150
006WR00000wkA70YAE,Shamrock Arrowride Apartments,,"5150 16th Ave SW, Cedar Rapids, IA, USA",Property_Street__c,,16th Ave SW
006WR00000wkA71YAE,Campus Town,,"1210 Southwest 28th Street, Ankeny, IA, USA",Property_Street_Number__c,,1210
006WR00000wkA71YAE,Campus Town,,"1210 Southwest 28th Street, Ankeny, IA, USA",Property_Street__c,,Southwest 28th Street
006WR00000wkA72YAE,Trails at Carmel Creek,,"300 Carl Stern Drive, Hutto, TX, USA",Property_Street_Number__c,,300
006WR00000wkA72YAE,Trails at Carmel Creek,,"300 Carl Stern Drive, Hutto, TX, USA",Property_Street__c,,Carl Stern Drive
006WR00000wkA73YAE,Heritage District,,"275 W Juniper Ave, Gilbert, AZ 85233, USA",Property_Street_Number__c,,275
006WR00000wkA73YAE,Heritage District,,"275 W Juniper Ave, Gilbert, AZ 85233, USA",Property_Street__c,,W Juniper Ave
006WR00000wkA74YAE,Goldfinch Meadows,,"6138 Dean Rd SW, Cedar Rapids, IA, USA",Property_Street_Number__c,,6138
006WR00000wkA74YAE,Goldfinch Meadows,,"6138 Dean Rd SW, Cedar Rapids, IA, USA",Property_Street__c,,Dean Rd SW
006WR00000wkA75YAE,Grand View Apartments,,"1241 Grand Avenue, Marion, IA, USA",Property_Street_Number__c,,1241
006WR00000wkA75YAE,Grand View Apartments,,"1241 Grand Avenue, Marion, IA, USA",Property_Street__c,,Grand Avenue
006WR00000wkA76YAE,One East Tucson,,"1 E Broadway Blvd suite 101, Tucson, AZ, USA",Property_Street_Number__c,,1
006WR00000wkA76YAE,One East Tucson,,"1 E Broadway Blvd suite 101, Tucson, AZ, USA",Property_Street__c,,E Broadway Blvd
006WR00000wkA77YAE,Carver Ridge Townhomes,,"340 Crosstown Blvd, Chaska, MN, USA",Property_Street_Number__c,,340
006WR00000wkA77YAE,Carver Ridge Townhomes,,"340 Crosstown Blvd, Chaska, MN, USA",Property_Street__c,,Crosstown Blvd
006WR00000wkA78YAE,The Place at Canyon Ridge,,"2656 W Broadway Blvd, Tucson, AZ 85745, USA",Property_Street_Number__c,,2656
006WR00000wkA78YAE,The Place at Canyon Ridge,,"2656 W Broadway Blvd, Tucson, AZ 85745, USA",Property_Street__c,,W Broadway Blvd
006WR00000wkA79YAE,The Quin,,"1318 South Vineyard, Mesa, AZ, USA",Property_Street_Number__c,,1318
006WR00000wkA79YAE,The Quin,,"1318 South Vineyard, Mesa, AZ, USA",Property_Street__c,,South Vineyard
006WR00000wkA7AYAU,Lincoln Apartments _ FF Freddy,,"1610 North 8th Street, Killeen, TX, USA",Property_Street_Number__c,,1610
006WR00000wkA7AYAU,Lincoln Apartments _ FF Freddy,,"1610 North 8th Street, Killeen, TX, USA",Property_Street__c,,North 8th Street
006WR00000wkA7BYAU,Town & Country Mobile Homes,,"3701 McKinley St, Omaha, NE",Property_Street_Number__c,,3701
006WR00000wkA7BYAU,Town & Country Mobile Homes,,"3701 McKinley St, Omaha, NE",Property_Street__c,,McKinley St
006WR00000wkA7CYAU,Aurora Meadows Apartments (Lumen CO),,"777 Dillon Way, Aurora, CO 80011",Property_Street_Number__c,,777
006WR00000wkA7CYAU,Aurora Meadows Apartments (Lumen CO),,"777 Dillon Way, Aurora, CO 80011",Property_Street__c,,Dillon Way
006WR00000wkA7DYAU,Coral Point Apartments,,"2343 W Main St, Mesa, AZ 85201, USA",Property_Street_Number__c,,2343
006WR00000wkA7DYAU,Coral Point Apartments,,"2343 W Main St, Mesa, AZ 85201, USA",Property_Street__c,,W Main St
006WR00000wkA7EYAU,Ivy Crossing Apartment Homes (Lumen CO),,"2470 S Quebec St, Denver, CO 80231",Property_Street_Number__c,,2470
006WR00000wkA7EYAU,Ivy Crossing Apartment Homes (Lumen CO),,"2470 S Quebec St, Denver, CO 80231",Property_Street__c,,S Quebec St
006WR00000wkA7FYAU,Gilbert Square Apts,,"1821 E Covina St, Mesa, AZ 85203, USA",Property_Street_Number__c,,1821
006WR00000wkA7FYAU,Gilbert Square Apts,,"1821 E Covina St, Mesa, AZ 85203, USA",Property_Street__c,,E Covina St
006WR00000wkA7GYAU,Landry on 56,,"130 South 56th Street, Mesa, AZ 85205, USA",Property_Street_Number__c,,130
006WR00000wkA7GYAU,Landry on 56,,"130 South 56th Street, Mesa, AZ 85205, USA",Property_Street__c,,South 56th Street
006WR00000wkA7HYAU,Envision Apartments,,"1361 South Greenfield Road, Mesa, AZ, USA",Property_Street_Number__c,,1361
006WR00000wkA7HYAU,Envision Apartments,,"1361 South Greenfield Road, Mesa, AZ, USA",Property_Street__c,,South Greenfield Road
006WR00000wkA7IYAU,Sawgrass Links Townhomes_Lumen IA_Bryce,,"2005 Southwest 35th Street, Ankeny, IA, USA",Property_Street_Number__c,,2005
006WR00000wkA7IYAU,Sawgrass Links Townhomes_Lumen IA_Bryce,,"2005 Southwest 35th Street, Ankeny, IA, USA",Property_Street__c,,Southwest 35th Street
006WR00000wkA7JYAU,Noahs Landing (Lumen FL_Starwood),,"10555 Noah's Circle, Naples, FL, USA",Property_Street_Number__c,,10555
006WR00000wkA7JYAU,Noahs Landing (Lumen FL_Starwood),,"10555 Noah's Circle, Naples, FL, USA",Property_Street__c,,Noah's Circle
006WR00000wkA7KYAU,Whistler's Cove Apartments (Lumen FL_Starwood),,"11400 Whistlers Cove Boulevard, Naples, FL, USA",Property_Street_Number__c,,11400
006WR00000wkA7KYAU,Whistler's Cove Apartments (Lumen FL_Starwood),,"11400 Whistlers Cove Boulevard, Naples, FL, USA",Property_Street__c,,Whistlers Cove Boulevard
006WR00000wkA7LYAU,La Petite Chateau Apartments,,"1254 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street_Number__c,,1254
006WR00000wkA7LYAU,La Petite Chateau Apartments,,"1254 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street__c,,E Broadway Rd
006WR00000wkA7MYAU,Discovery Point,,"6210 E Arbor Ave, Mesa, AZ 85206, USA",Property_Street_Number__c,,6210
006WR00000wkA7MYAU,Discovery Point,,"6210 E Arbor Ave, Mesa, AZ 85206, USA",Property_Street__c,,E Arbor Ave
006WR00000wkA7NYAU,Buena Vista Point Apartments (Lumen FL_Starwood),,"11856 Reedy Creek Drive, Orlando, FL, USA",Property_Street_Number__c,,11856
006WR00000wkA7NYAU,Buena Vista Point Apartments (Lumen FL_Starwood),,"11856 Reedy Creek Drive, Orlando, FL, USA",Property_Street__c,,Reedy Creek Drive
006WR00000wkA7OYAU,Emparrado Apartments,,"132 E Brown Rd, Mesa, AZ 85201, USA",Property_Street_Number__c,,132
006WR00000wkA7OYAU,Emparrado Apartments,,"132 E Brown Rd, Mesa, AZ 85201, USA",Property_Street__c,,E Brown Rd
006WR00000wkA7PYAU,Ocean Hills Country Club HOA,,"4600 Leisure Village Way Oceanside, CA 92056",Property_Street_Number__c,,4600
006WR00000wkA7PYAU,Ocean Hills Country Club HOA,,"4600 Leisure Village Way Oceanside, CA 92056",Property_Street__c,,Leisure Village Way Oceanside
006WR00000wkA7QYAU,Fountain East (MHP),,"303 S Recker Rd, Mesa, AZ 85206, USA",Property_Street_Number__c,,303
006WR00000wkA7QYAU,Fountain East (MHP),,"303 S Recker Rd, Mesa, AZ 85206, USA",Property_Street__c,,S Recker Rd
006WR00000wkA7RYAU,Alante at the Islands,,2222 N McQueen Rd,Property_Street_Number__c,,2222
006WR00000wkA7RYAU,Alante at the Islands,,2222 N McQueen Rd,Property_Street__c,,N McQueen Rd
006WR00000wkA7SYAU,Vineyards at Trophy Club,Trophy Club_MDU_Vineyards at Trophy Club,1500 PLANTATION OAKS DR TROPHY CLUB TX 76262,Property_Street_Number__c,,1500
006WR00000wkA7SYAU,Vineyards at Trophy Club,Trophy Club_MDU_Vineyards at Trophy Club,1500 PLANTATION OAKS DR TROPHY CLUB TX 76262,Property_Street__c,,PLANTATION OAKS DR
006WR00000wkA7SYAU,Vineyards at Trophy Club,Trophy Club_MDU_Vineyards at Trophy Club,1500 PLANTATION OAKS DR TROPHY CLUB TX 76262,Property_County__c,,Tarrant
006WR00000wkA7TYAU,Level 550,,"550 E McKellips Rd, Mesa, AZ, USA",Property_Street_Number__c,,550
006WR00000wkA7TYAU,Level 550,,"550 E McKellips Rd, Mesa, AZ, USA",Property_Street__c,,E McKellips Rd
006WR00000wkA7UYAU,Coronado Mobile Home Park,,"9736 E Main St, Mesa, AZ 85207, USA",Property_Street_Number__c,,9736
006WR00000wkA7UYAU,Coronado Mobile Home Park,,"9736 E Main St, Mesa, AZ 85207, USA",Property_Street__c,,E Main St
006WR00000wkA7VYAU,Seacrest Village,,"211 Saxony Road Encinitas, CA 92024",Property_Street_Number__c,,211
006WR00000wkA7VYAU,Seacrest Village,,"211 Saxony Road Encinitas, CA 92024",Property_Street__c,,Saxony Road Encinitas
006WR00000wkA7WYAU,Chandler Meadows Unfurnished Apartments,,"3175 N Price Rd, Chandler, AZ 85224, USA",Property_Street_Number__c,,3175
006WR00000wkA7WYAU,Chandler Meadows Unfurnished Apartments,,"3175 N Price Rd, Chandler, AZ 85224, USA",Property_Street__c,,N Price Rd
006WR00000wkA7XYAU,Lucera Apartments,,"2940 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street_Number__c,,2940
006WR00000wkA7XYAU,Lucera Apartments,,"2940 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street__c,,E Broadway Rd
006WR00000wkA7YYAU,Desert Jewel Apartments,,2800 N Arizona Ave,Property_Street_Number__c,,2800
006WR00000wkA7YYAU,Desert Jewel Apartments,,2800 N Arizona Ave,Property_Street__c,,N Arizona Ave
006WR00000wkA7ZYAU,Revere Ridge Apartments,,"1723 N UNION RD, spokane Valley, WA 99206",Property_Street_Number__c,,1723
006WR00000wkA7ZYAU,Revere Ridge Apartments,,"1723 N UNION RD, spokane Valley, WA 99206",Property_Street__c,,N UNION RD
006WR00000wkA7aYAE,Amberwood Manor,Mesa_MDU_Amberwood Manor,260 W 8TH AVE MESA 85210,Property_Street_Number__c,,260
006WR00000wkA7aYAE,Amberwood Manor,Mesa_MDU_Amberwood Manor,260 W 8TH AVE MESA 85210,Property_Street__c,,W 8TH AVE
006WR00000wkA7bYAE,Delano Apartments,,"1800 East Covina Street, Mesa, AZ, USA",Property_Street_Number__c,,1800
006WR00000wkA7bYAE,Delano Apartments,,"1800 East Covina Street, Mesa, AZ, USA",Property_Street__c,,East Covina Street
006WR00000wkA7cYAE,Desert Valley Oasis (MHP),,"9421 E Main St, Mesa, AZ 85207, USA",Property_Street_Number__c,,9421
006WR00000wkA7cYAE,Desert Valley Oasis (MHP),,"9421 E Main St, Mesa, AZ 85207, USA",Property_Street__c,,E Main St
006WR00000wkA7dYAE,Crescent Run (MHP),,"8500 E Southern Ave, Mesa, AZ 85209, USA",Property_Street_Number__c,,8500
006WR00000wkA7dYAE,Crescent Run (MHP),,"8500 E Southern Ave, Mesa, AZ 85209, USA",Property_Street__c,,E Southern Ave
006WR00000wkA7eYAE,Luxe 1930,,"1930 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street_Number__c,,1930
006WR00000wkA7eYAE,Luxe 1930,,"1930 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street__c,,N Country Club Dr
006WR00000wkA7fYAE,Christian Care Manor,,"118 S 70th St, Mesa, AZ 85208, USA",Property_Street_Number__c,,118
006WR00000wkA7fYAE,Christian Care Manor,,"118 S 70th St, Mesa, AZ 85208, USA",Property_Street__c,,S 70th St
006WR00000wkA7gYAE,Las Palmas Grand (MHP),,2550 S Ellsworth Rd Mesa Az 85209,Property_Street_Number__c,,2550
006WR00000wkA7gYAE,Las Palmas Grand (MHP),,2550 S Ellsworth Rd Mesa Az 85209,Property_Street__c,,S Ellsworth Rd
006WR00000wkA7hYAE,Montero at Dana Park,,"3636 E Inverness Ave, Mesa, AZ 85206, USA",Property_Street_Number__c,,3636
006WR00000wkA7hYAE,Montero at Dana Park,,"3636 E Inverness Ave, Mesa, AZ 85206, USA",Property_Street__c,,E Inverness Ave
006WR00000wkA7iYAE,Lindsay Palms Apartments,,"2855 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street_Number__c,,2855
006WR00000wkA7iYAE,Lindsay Palms Apartments,,"2855 E Broadway Rd, Mesa, AZ 85204, USA",Property_Street__c,,E Broadway Rd
006WR00000wkA7jYAE,Encore on First,Mesa_MDU_Encore on First,"25 W 1st Ave, Mesa, AZ 85210, USA",Property_Street_Number__c,,25
006WR00000wkA7jYAE,Encore on First,Mesa_MDU_Encore on First,"25 W 1st Ave, Mesa, AZ 85210, USA",Property_Street__c,,W 1st Ave
006WR00000wkA7kYAE,Desert Palms Apartments,,"210 E Brown Rd, Mesa, AZ 85201, USA",Property_Street_Number__c,,210
006WR00000wkA7kYAE,Desert Palms Apartments,,"210 E Brown Rd, Mesa, AZ 85201, USA",Property_Street__c,,E Brown Rd
006WR00000wkA7lYAE,Ashland Manor Apartments,Mesa_MDU_Ashland Manor Apartments,"33 South Ashland, Mesa, AZ 85204, USA",Property_Street_Number__c,,33
006WR00000wkA7lYAE,Ashland Manor Apartments,Mesa_MDU_Ashland Manor Apartments,"33 South Ashland, Mesa, AZ 85204, USA",Property_Street__c,,South Ashland
006WR00000wkA7mYAE,Modera Gilbert,,"South Higley Road & East Ray Road, Gilbert, AZ 85295, USA",Property_Street__c,,South Higley Road & East Ray Road
006WR00000wkA7nYAE,German Oaks,,"1295 E German Ln, Conway, AR 72032, USA",Property_Street_Number__c,,1295
006WR00000wkA7nYAE,German Oaks,,"1295 E German Ln, Conway, AR 72032, USA",Property_Street__c,,E German Ln
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,"10100 Grand Plaza, Omaha, NE, USA",Property_Street_Number__c,,10100
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,"10100 Grand Plaza, Omaha, NE, USA",Property_Street__c,,Grand Plaza
006WR00000wkA7oYAE,Terrace Garden Apartments,Omaha_MDU_Terrace Garden Townhomes,"10100 Grand Plaza, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkA7pYAE,Whispering Pines Townhomes,Omaha_MDU_Whispering Pines Townhomes,559 N 88TH PLZ UNIT 1 OMAHA NE 68114,Property_Street_Number__c,,559
006WR00000wkA7pYAE,Whispering Pines Townhomes,Omaha_MDU_Whispering Pines Townhomes,559 N 88TH PLZ UNIT 1 OMAHA NE 68114,Property_Street__c,,N 88TH PLZ
006WR00000wkA7pYAE,Whispering Pines Townhomes,Omaha_MDU_Whispering Pines Townhomes,559 N 88TH PLZ UNIT 1 OMAHA NE 68114,Property_County__c,,Douglas
006WR00000wkA7qYAE,Cortland Mountain Vista,,"1304 S 105th Pl, Mesa, AZ 85209, USA",Property_Street_Number__c,,1304
006WR00000wkA7qYAE,Cortland Mountain Vista,,"1304 S 105th Pl, Mesa, AZ 85209, USA",Property_Street__c,,S 105th Pl
006WR00000wkA7rYAE,Chateau Gardens Apartments,,"6105 North 59th Avenue, Glendale, AZ, USA",Property_Street_Number__c,,6105
006WR00000wkA7rYAE,Chateau Gardens Apartments,,"6105 North 59th Avenue, Glendale, AZ, USA",Property_Street__c,,North 59th Avenue
006WR00000wkA7sYAE,Fairview Apartments,Omaha_MDU_Fairview Apartments,"4721 North 66th Street, Omaha, NE, USA",Property_Street_Number__c,,4721
006WR00000wkA7sYAE,Fairview Apartments,Omaha_MDU_Fairview Apartments,"4721 North 66th Street, Omaha, NE, USA",Property_Street__c,,North 66th Street
006WR00000wkA7sYAE,Fairview Apartments,Omaha_MDU_Fairview Apartments,"4721 North 66th Street, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkA7tYAE,Gentry's Walk,,"1313 South Val Vista Drive, Mesa, AZ 85204, USA",Property_Street_Number__c,,1313
006WR00000wkA7tYAE,Gentry's Walk,,"1313 South Val Vista Drive, Mesa, AZ 85204, USA",Property_Street__c,,South Val Vista Drive
006WR00000wkA7uYAE,Sunrise Village(MHP),,"5402 E McKellips Rd, Mesa, AZ 85215, USA",Property_Street_Number__c,,5402
006WR00000wkA7uYAE,Sunrise Village(MHP),,"5402 E McKellips Rd, Mesa, AZ 85215, USA",Property_Street__c,,E McKellips Rd
006WR00000wkA7vYAE,Country Club Verandas Apartments,,"1415 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street_Number__c,,1415
006WR00000wkA7vYAE,Country Club Verandas Apartments,,"1415 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street__c,,N Country Club Dr
006WR00000wkA7wYAE,Autumn Creek Apartments,,"1320 N McQueen Rd, Chandler, AZ, USA",Property_Street_Number__c,,1320
006WR00000wkA7wYAE,Autumn Creek Apartments,,"1320 N McQueen Rd, Chandler, AZ, USA",Property_Street__c,,N McQueen Rd
006WR00000wkA7xYAE,Missouri Meadows Apartments,,"3501 West Missouri Avenue, Phoenix, AZ, USA",Property_Street_Number__c,,3501
006WR00000wkA7xYAE,Missouri Meadows Apartments,,"3501 West Missouri Avenue, Phoenix, AZ, USA",Property_Street__c,,West Missouri Avenue
006WR00000wkA7yYAE,Habitat Condos,,"33026 17th Pl S, Federal Way, WA 98003, USA",Property_Street_Number__c,,33026
006WR00000wkA7yYAE,Habitat Condos,,"33026 17th Pl S, Federal Way, WA 98003, USA",Property_Street__c,,17th Pl S
006WR00000wkA7zYAE,Wyndham Hill,Omaha_MDU_Wyndham Hill & Villas by Broadmoor,"9226 Burt St. Omaha, NE",Property_Street_Number__c,,9226
006WR00000wkA7zYAE,Wyndham Hill,Omaha_MDU_Wyndham Hill & Villas by Broadmoor,"9226 Burt St. Omaha, NE",Property_Street__c,,Burt St. Omaha
006WR00000wkA7zYAE,Wyndham Hill,Omaha_MDU_Wyndham Hill & Villas by Broadmoor,"9226 Burt St. Omaha, NE",Property_County__c,,Douglas
006WR00000wkA80YAE,Cortina Apartments,,11 E Bell Rd 85022,Property_Street_Number__c,,11
006WR00000wkA80YAE,Cortina Apartments,,11 E Bell Rd 85022,Property_Street__c,,E Bell Rd
006WR00000wkA81YAE,Avana Chandler,,"3800 W Chandler Blvd, Chandler, AZ 85226, USA",Property_Street_Number__c,,3800
006WR00000wkA81YAE,Avana Chandler,,"3800 W Chandler Blvd, Chandler, AZ 85226, USA",Property_Street__c,,W Chandler Blvd
006WR00000wkA82YAE,Benson Gardens Apartments,Omaha_MDU_Benson Gardens Apartments,"2339 Benson Gardens Blvd, Omaha, NE 68134, USA",Property_Street_Number__c,,2339
006WR00000wkA82YAE,Benson Gardens Apartments,Omaha_MDU_Benson Gardens Apartments,"2339 Benson Gardens Blvd, Omaha, NE 68134, USA",Property_Street__c,,Benson Gardens Blvd
006WR00000wkA82YAE,Benson Gardens Apartments,Omaha_MDU_Benson Gardens Apartments,"2339 Benson Gardens Blvd, Omaha, NE 68134, USA",Property_County__c,,Douglas
006WR00000wkA83YAE,Cactus Gardens,,"10657 South Avenue 9 East, Yuma, AZ, USA",Property_Street_Number__c,,10657
006WR00000wkA83YAE,Cactus Gardens,,"10657 South Avenue 9 East, Yuma, AZ, USA",Property_Street__c,,South Avenue 9 East
006WR00000wkA84YAE,Palmas Del Sol,,"6209 E McKellips Rd, Mesa, AZ, USA",Property_Street_Number__c,,6209
006WR00000wkA84YAE,Palmas Del Sol,,"6209 E McKellips Rd, Mesa, AZ, USA",Property_Street__c,,E McKellips Rd
006WR00000wkA85YAE,Cimarron Apartments,,"151 E 1st St, Mesa, AZ 85201, USA",Property_Street_Number__c,,151
006WR00000wkA85YAE,Cimarron Apartments,,"151 E 1st St, Mesa, AZ 85201, USA",Property_Street__c,,E 1st St
006WR00000wkA86YAE,Pueblo Grande (MHP),,"652 S Ellsworth Rd, Mesa, AZ 85208, USA",Property_Street_Number__c,,652
006WR00000wkA86YAE,Pueblo Grande (MHP),,"652 S Ellsworth Rd, Mesa, AZ 85208, USA",Property_Street__c,,S Ellsworth Rd
006WR00000wkA87YAE,Camino del Rey (HOA),,"542 S Higley Rd Unit 123, Mesa, AZ 85206",Property_Street_Number__c,,542
006WR00000wkA87YAE,Camino del Rey (HOA),,"542 S Higley Rd Unit 123, Mesa, AZ 85206",Property_Street__c,,S Higley Rd
006WR00000wkA88YAE,Cottonwood Apartments (Mesa),,320 W Brown Rd 85201,Property_Street_Number__c,,320
006WR00000wkA88YAE,Cottonwood Apartments (Mesa),,320 W Brown Rd 85201,Property_Street__c,,W Brown Rd
006WR00000wkA89YAE,Club 715,,"715 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street_Number__c,,715
006WR00000wkA89YAE,Club 715,,"715 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street__c,,N Country Club Dr
006WR00000wkA8AYAU,The Grove at Hickman,,"2400 Hickman Road, Des Moines, Iowa",Property_Street_Number__c,,2400
006WR00000wkA8AYAU,The Grove at Hickman,,"2400 Hickman Road, Des Moines, Iowa",Property_Street__c,,Hickman Road
006WR00000wkA8BYAU,Pennytree Apartments,,"232 South Macdonald, Mesa, AZ 85210, USA",Property_Street_Number__c,,232
006WR00000wkA8BYAU,Pennytree Apartments,,"232 South Macdonald, Mesa, AZ 85210, USA",Property_Street__c,,South Macdonald
006WR00000wkA8CYAU,Avilla Lehi Crossing,,"3425 E Thomas Rd, Mesa, AZ 85213, USA",Property_Street_Number__c,,3425
006WR00000wkA8CYAU,Avilla Lehi Crossing,,"3425 E Thomas Rd, Mesa, AZ 85213, USA",Property_Street__c,,E Thomas Rd
006WR00000wkA8DYAU,Country Club Greens,,"350 W 13th Pl, Mesa, AZ 85201, USA",Property_Street_Number__c,,350
006WR00000wkA8DYAU,Country Club Greens,,"350 W 13th Pl, Mesa, AZ 85201, USA",Property_Street__c,,W 13th Pl
006WR00000wkA8EYAU,Canal on Baseline,,"6060 E Baseline Rd, Mesa, AZ 85206, USA",Property_Street_Number__c,,6060
006WR00000wkA8EYAU,Canal on Baseline,,"6060 E Baseline Rd, Mesa, AZ 85206, USA",Property_Street__c,,E Baseline Rd
006WR00000wkA8FYAU,Maplewood Court Apartments,Omaha_MDU_Maplewood Court Apartments,"4512 Bedford Ave, Omaha, NE 68104",Property_Street_Number__c,,4512
006WR00000wkA8FYAU,Maplewood Court Apartments,Omaha_MDU_Maplewood Court Apartments,"4512 Bedford Ave, Omaha, NE 68104",Property_Street__c,,Bedford Ave
006WR00000wkA8FYAU,Maplewood Court Apartments,Omaha_MDU_Maplewood Court Apartments,"4512 Bedford Ave, Omaha, NE 68104",Property_County__c,,Douglas
006WR00000wkA8GYAU,Dahcotah View (copy) (copy),,"1601 Cliff Rd E, Burnsville, MN, USA",Property_Street_Number__c,,1601
006WR00000wkA8GYAU,Dahcotah View (copy) (copy),,"1601 Cliff Rd E, Burnsville, MN, USA",Property_Street__c,,Cliff Rd E
006WR00000wkA8HYAU,Rise Country Club,,"1903 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street_Number__c,,1903
006WR00000wkA8HYAU,Rise Country Club,,"1903 N Country Club Dr, Mesa, AZ 85201, USA",Property_Street__c,,N Country Club Dr
006WR00000wkA8IYAU,Keystone Park Apartments,Omaha_MDU_Keystone Park Apts,"7315 Wirt Circle, Omaha, NE, USA",Property_Street_Number__c,,7315
006WR00000wkA8IYAU,Keystone Park Apartments,Omaha_MDU_Keystone Park Apts,"7315 Wirt Circle, Omaha, NE, USA",Property_Street__c,,Wirt Circle
006WR00000wkA8IYAU,Keystone Park Apartments,Omaha_MDU_Keystone Park Apts,"7315 Wirt Circle, Omaha, NE, USA",Property_County__c,,Douglas
006WR00000wkA8JYAU,Dartmoor Apartments,,"310 N Alma School Rd, Mesa, AZ 85201, USA",Property_Street_Number__c,,310
006WR00000wkA8JYAU,Dartmoor Apartments,,"310 N Alma School Rd, Mesa, AZ 85201, USA",Property_Street__c,,N Alma School Rd
006WR00000wkA8KYAU,Desert Village(MHP),,"139 S Crismon Rd, Mesa, AZ 85208, USA",Property_Street_Number__c,,139
006WR00000wkA8KYAU,Desert Village(MHP),,"139 S Crismon Rd, Mesa, AZ 85208, USA",Property_Street__c,,S Crismon Rd
006WR00000wkA8LYAU,Elan Sandpiper,Solana Beach_MDU_Elan Sandpiper Del Mar Apartments,833 S Cedros Ave,Property_Street_Number__c,,833
006WR00000wkA8LYAU,Elan Sandpiper,Solana Beach_MDU_Elan Sandpiper Del Mar Apartments,833 S Cedros Ave,Property_Street__c,,S Cedros Ave
006WR00000wkA8MYAU,Colores Del Sol,,"510 E McKellips Rd, Mesa, AZ 85203, USA",Property_Street_Number__c,,510
006WR00000wkA8MYAU,Colores Del Sol,,"510 E McKellips Rd, Mesa, AZ 85203, USA",Property_Street__c,,E McKellips Rd
006WR00000wkA8NYAU,225 S Highway 101 Apartments,Solana Beach_MDU_225 S Highway 101 Apartments,"225 South Highway 101, Solana Beach, CA, USA",Property_Street_Number__c,,225
006WR00000wkA8NYAU,225 S Highway 101 Apartments,Solana Beach_MDU_225 S Highway 101 Apartments,"225 South Highway 101, Solana Beach, CA, USA",Property_Street__c,,South Highway 101
006WR00000wkA8OYAU,Elan Solana Pointe,Solana Beach_MDU_Elan Solana Pointe Apartments,"766 South Nardo Avenue, Solana Beach, CA, USA",Property_Street_Number__c,,766
006WR00000wkA8OYAU,Elan Solana Pointe,Solana Beach_MDU_Elan Solana Pointe Apartments,"766 South Nardo Avenue, Solana Beach, CA, USA",Property_Street__c,,South Nardo Avenue
006WR00000wkA8PYAU,Connect on University,,"1255 E University Dr, Mesa, AZ 85203, USA",Property_Street_Number__c,,1255
