Id,Name,Business_Base_Address__c,Market__c,State__c,City__c,Circuit_ID__c,FDH_Name__c,Serving_Area__c,Import_DateTime__c
a01WR00000UGVwCYAX,1234 TRAIL RIDGE DR KELLER TX,1234 TRAIL RIDGE DR KELLER TX,DFW,TX,KELLER,TX0603-001000024A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGVxtYAH,1235 TRAIL RIDGE DR KELLER TX,1235 TRAIL RIDGE DR KELLER TX,DFW,TX,KELLER,TX0603-001000030A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGVxuYAH,1235 WESTWYCK CT SOUTHLAKE TX,1235 WESTWYCK CT SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000016A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGVyEYAX,1240 MELISSA DR KELLER TX,1240 MELISSA DR KELLER TX,DFW,TX,KELLER,TX0603-002000113A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGVyFYAX,1240 MELODY LN KELLER TX,1240 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000121A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGVyQYAX,1244 TRAIL RIDGE DR KELLER TX,1244 TRAIL RIDGE DR KELLER TX,DFW,TX,KELLER,TX0603-001000020A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGVyTYAX,1245 WESTWYCK CT SOUTHLAKE TX,1245 WESTWYCK CT SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000012A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGVyvYAH,125 N ASH AVE AZLE TX,125 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000100A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW0UYAX,129 N ASH AVE AZLE TX,129 N ASH AVE AZLE TX,DFW,TX,AZLE,TX0601-010000111A,TX_DFW_SA02_FDH10,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW0xYAH,1300 GLENWOOD DR AZLE TX,1300 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000003A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW10YAH,1300 MELODY LN KELLER TX,1300 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000163A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW1AYAX,13000 HILLCREST BLVD KELLER TX,13000 HILLCREST BLVD KELLER TX,DFW,TX,KELLER,TX0605-009000711A,TX_DFW_SA06_FDH13,SA06,2025-10-06T18:05:06.000+0000
a01WR00000UGW1BYAX,13001 HILLCREST BLVD KELLER TX,13001 HILLCREST BLVD KELLER TX,DFW,TX,KELLER,TX0605-007000201A,TX_DFW_SA06_FDH07,SA06,2025-10-06T18:05:06.000+0000
a01WR00000UGW1EYAX,1301 E AVENUE G KILLEEN TX,1301 E AVENUE G KILLEEN TX,KILLEEN,TX,KILLEEN,TX1312-007000110A,TX_KILLEEN_SA12_FDH07,SA12,2025-10-06T18:05:06.000+0000
a01WR00000UGW1eYAH,1304 GLENWOOD DR AZLE TX,1304 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000004A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW25YAH,1308 GLENWOOD DR AZLE TX,1308 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000005A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW2PYAX,1312 GLENWOOD DR AZLE TX,1312 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000006A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW2WYAX,1314 ROANOKE RD KELLER TX,1314 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000145A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW2hYAH,1316 GLENWOOD DR AZLE TX,1316 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000018A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW2uYAH,132 MOUNT GILEAD RD KELLER TX,132 MOUNT GILEAD RD KELLER TX,DFW,TX,KELLER,TX0603-001000028A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGW30YAH,1320 GLENWOOD DR AZLE TX,1320 GLENWOOD DR AZLE TX,DFW,TX,AZLE,TX0601-012000017A,TX_DFW_SA02_FDH12,SA02,2025-10-06T18:05:06.000+0000
a01WR00000UGW3CYAX,1325 MELODY LN KELLER TX,1325 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000133A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW3TYAX,13300 WILLOW SPRINGS RD HASLET TX,13300 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-030000289A,TX_DFW_SA04_FDH30,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3aYAH,13340 WILLOW SPRINGS RD HASLET TX,13340 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000012A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3cYAH,1335 MELODY LN KELLER TX,1335 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000164A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW3eYAH,1336 ROANOKE RD KELLER TX,1336 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000111A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW3lYAH,13390 WILLOW SPRINGS RD HASLET TX,13390 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000018A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3sYAH,13400 HASLET CT HASLET TX,13400 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000081A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3uYAH,13400 WILLOW SPRINGS RD HASLET TX,13400 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000021A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3wYAH,13404 HASLET CT HASLET TX,13404 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000056A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3xYAH,13405 HASLET CT HASLET TX,13405 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000072A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3yYAH,13408 HASLET CT HASLET TX,13408 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000047A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW3zYAH,13409 HASLET CT HASLET TX,13409 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000049A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW41YAH,13410 WILLOW SPRINGS RD HASLET TX,13410 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000019A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW42YAH,13412 HASLET CT HASLET TX,13412 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000045A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW43YAH,13413 HASLET CT HASLET TX,13413 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000080A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW44YAH,13416 HASLET CT HASLET TX,13416 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000071A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW45YAH,13417 HASLET CT HASLET TX,13417 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000065A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW46YAH,13420 HASLET CT HASLET TX,13420 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000070A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW47YAH,13424 HASLET CT HASLET TX,13424 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000078A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW49YAH,13430 WILLOW SPRINGS RD HASLET TX,13430 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000016A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4BYAX,1345 MELODY LN KELLER TX,1345 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000112A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW4DYAX,13450 WILLOW SPRINGS RD HASLET TX,13450 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000017A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4EYAX,13458 WILLOW SPRINGS RD HASLET TX,13458 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000011A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4GYAX,13460 WILLOW SPRINGS RD HASLET TX,13460 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000024A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4UYAX,13504 BATES ASTON RD HASLET TX,13504 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000062A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4VYAX,13504 NORTHWEST CT HASLET TX,13504 NORTHWEST CT HASLET TX,DFW,TX,HASLET,TX0602-022000068A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4WYAX,13505 BATES ASTON RD HASLET TX,13505 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000019A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4XYAX,13505 HASLET CT HASLET TX,13505 HASLET CT HASLET TX,DFW,TX,HASLET,TX0602-022000017A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4YYAX,13505 NORTHWEST CT HASLET TX,13505 NORTHWEST CT HASLET TX,DFW,TX,HASLET,TX0602-022000022A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4ZYAX,13508 BATES ASTON RD HASLET TX,13508 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000052A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4bYAH,13510 WILLOW SPRINGS RD HASLET TX,13510 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000005A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4cYAH,13511 BATES ASTON RD HASLET TX,13511 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000060A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4dYAH,13512 BATES ASTON RD HASLET TX,13512 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000050A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4eYAH,13516 BATES ASTON RD HASLET TX,13516 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000066A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4kYAH,1355 MELODY LN KELLER TX,1355 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000155A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW4vYAH,13600 WILLOW SPRINGS RD HASLET TX,13600 WILLOW SPRINGS RD HASLET TX,DFW,TX,HASLET,TX0602-026000022A,TX_DFW_SA04_FDH26,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4wYAH,13608 BATES ASTON RD HASLET TX,13608 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000084A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4xYAH,13609 BATES ASTON RD HASLET TX,13609 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000076A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4yYAH,13616 BATES ASTON RD HASLET TX,13616 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000075A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW4zYAH,13617 BATES ASTON RD HASLET TX,13617 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000046A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW50YAH,13624 BATES ASTON RD HASLET TX,13624 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000018A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW51YAH,13625 BATES ASTON RD HASLET TX,13625 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000059A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW52YAH,13632 BATES ASTON RD HASLET TX,13632 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000058A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW53YAH,13633 BATES ASTON RD HASLET TX,13633 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000069A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW54YAH,13640 BATES ASTON RD HASLET TX,13640 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000073A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW55YAH,13641 BATES ASTON RD HASLET TX,13641 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000074A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW56YAH,13648 BATES ASTON RD HASLET TX,13648 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000048A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5EYAX,13709 BATES ASTON RD HASLET TX,13709 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000061A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5FYAX,13716 BATES ASTON RD HASLET TX,13716 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000044A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5GYAX,13717 BATES ASTON RD HASLET TX,13717 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000077A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5HYAX,13725 BATES ASTON RD HASLET TX,13725 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000057A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5IYAX,13732 BATES ASTON RD HASLET TX,13732 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000038A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5JYAX,13733 BATES ASTON RD HASLET TX,13733 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000051A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5LYAX,1375 RANDOL MILL AVE SOUTHLAKE TX,1375 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000014A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW5RYAX,13809 BATES ASTON RD HASLET TX,13809 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000020A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5SYAX,13816 BATES ASTON RD HASLET TX,13816 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000054A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5TYAX,13817 BATES ASTON RD HASLET TX,13817 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000010A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5UYAX,13824 BATES ASTON RD HASLET TX,13824 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000015A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5WYAX,13825 BATES ASTON RD HASLET TX,13825 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000016A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5eYAH,13908 BATES ASTON RD HASLET TX,13908 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000007A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5fYAH,13909 BATES ASTON RD HASLET TX,13909 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000011A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5gYAH,13916 BATES ASTON RD HASLET TX,13916 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000085A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5iYAH,13920 BATES ASTON RD HASLET TX,13920 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000063A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5jYAH,13924 BATES ASTON RD HASLET TX,13924 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000014A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5kYAH,13925 BATES ASTON RD HASLET TX,13925 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000064A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5mYAH,13932 BATES ASTON RD HASLET TX,13932 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000013A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW5nYAH,13933 BATES ASTON RD HASLET TX,13933 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000009A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW6MYAX,14008 BATES ASTON RD HASLET TX,14008 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000006A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW6OYAX,1401 DARYLL LN KELLER TX,1401 DARYLL LN KELLER TX,DFW,TX,KELLER,TX0603-002000127A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW6WYAX,14016 BATES ASTON RD HASLET TX,14016 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000012A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW6cYAH,14025 BATES ASTON RD HASLET TX,14025 BATES ASTON RD HASLET TX,DFW,TX,HASLET,TX0602-022000083A,TX_DFW_SA04_FDH22,SA04,2025-10-06T18:05:06.000+0000
a01WR00000UGW6pYAH,1405 MELODY LN KELLER TX,1405 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000119A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW7UYAX,1415 MELODY LN KELLER TX,1415 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000170A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW7nYAH,1425 MELODY LN KELLER TX,1425 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000116A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW80YAH,1431 ROANOKE RD KELLER TX,1431 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000109A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW81YAH,14319 JOHN DAY RD JUSTIN TX,14319 JOHN DAY RD JUSTIN TX,DFW,TX,JUSTIN,TX0602-025000006A,TX_DFW_SA03_FDH25,SA03,2025-10-06T18:05:06.000+0000
a01WR00000UGW83YAH,1432 ROANOKE RD KELLER TX,1432 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000138A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW85YAH,1435 MELODY LN KELLER TX,1435 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000142A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW8KYAX,1445 MELODY LN KELLER TX,1445 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000148A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW8MYAX,1446 ROANOKE RD KELLER TX,1446 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000146A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW8NYAX,1447 ROANOKE RD KELLER TX,1447 ROANOKE RD KELLER TX,DFW,TX,KELLER,TX0603-002000108A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW8bYAH,1455 W DOVE RD WESTLAKE TX,1455 W DOVE RD WESTLAKE TX,DFW,TX,WESTLAKE,TX0603-006000017A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW8vYAH,148 MOUNT GILEAD RD KELLER TX,148 MOUNT GILEAD RD KELLER TX,DFW,TX,KELLER,TX0603-001000026A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGW91YAH,1480 BROWN LN SOUTHLAKE TX,1480 BROWN LN SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000008A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW95YAH,1483 BROWN LN SOUTHLAKE TX,1483 BROWN LN SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000013A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGW9nYAH,1501 MELODY LN KELLER TX,1501 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000115A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWA2YAP,1504 BELLECHASE DR KELLER TX,1504 BELLECHASE DR KELLER TX,DFW,TX,KELLER,TX0603-002000147A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWAnYAP,1513 MELODY LN KELLER TX,1513 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000137A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWBBYA5,1520 RANDOL MILL AVE SOUTHLAKE TX,1520 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000004A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWBLYA5,1525 MELODY LN KELLER TX,1525 MELODY LN KELLER TX,DFW,TX,KELLER,TX0603-002000167A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWCHYA5,1560 RANDOL MILL AVE SOUTHLAKE TX,1560 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000009A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWCYYA5,1580 RANDOL MILL AVE SOUTHLAKE TX,1580 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000003A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWCbYAP,1584 RANDOL MILL AVE SOUTHLAKE TX,1584 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000002A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWChYAP,1590 RANDOL MILL AVE SOUTHLAKE TX,1590 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000007A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWEEYA5,1615 RANDOL MILL AVE SOUTHLAKE TX,1615 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000005A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWEbYAP,1629 SUMMER LANE LN KELLER TX,1629 SUMMER LANE LN KELLER TX,DFW,TX,KELLER,TX0603-002000135A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWEmYAP,164 MOUNT GILEAD RD KELLER TX,164 MOUNT GILEAD RD KELLER TX,DFW,TX,KELLER,TX0603-001000004A,TX_DFW_SA01_FDH01,SA01,2025-10-06T18:05:06.000+0000
a01WR00000UGWErYAP,1645 SUMMER LN KELLER TX,1645 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000152A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWEyYAP,1650 RANDOL MILL AVE SOUTHLAKE TX,1650 RANDOL MILL AVE SOUTHLAKE TX,DFW,TX,SOUTHLAKE,TX0603-006000001A,TX_DFW_SA13_FDH06,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWFPYA5,1665 SUMMER LN KELLER TX,1665 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000117A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
a01WR00000UGWFcYAP,1685 SUMMER LN KELLER TX,1685 SUMMER LN KELLER TX,DFW,TX,KELLER,TX0603-002000120A,TX_DFW_SA13_FDH02,SA13,2025-10-06T18:05:06.000+0000
